,date,title,url,count
0,20200601," 文-트럼프 ""G7체제 한계...G11이나 G12로 확대해야""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004435302,15
1,20200601, 문 대통령 “G7 초청 기꺼이 응할 것” 트럼프에 화답,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=028&aid=0002499467,168
2,20200601," 문대통령 ""G7 초청 응할 것…방역·경제서 역할하겠다""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004670963,3
3,20200601," 트럼프의 'G7 초청장' 수락한 文대통령...""기꺼이 응할 것""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003747052,68
4,20200601," 문재인 대통령, 트럼프 대통령과 통화",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004670962,1
5,20200601, 트럼프 대통령과 전화통화하는 문재인 대통령,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004670961,1
6,20200601," 文대통령, 트럼프와 정상 통화…""G7 회의 초청 응할 것""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009892372,67
7,20200601," 文대통령 ""G7에 한국,호주,인도,러시아 초청한 것은 적절한 조치""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=029&aid=0002601726,45
8,20200601," 文대통령, 트럼프와 G7 확대 논의…회의 초청에도 ""응할 것""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000027781,12
9,20200601," 문대통령 ""G7 초청 응할 것…방역·경제서 역할하겠다""(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004670959,77
10,20200601, [속보] 한미정상 통화···文 “G7 회의 초청 기꺼이 응할 것”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=011&aid=0003747050,166
11,20200601," [속보]문대통령 ""트럼프 G7 초청에 기꺼이 응할 것""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004435300,23
12,20200601," 文대통령, 브라질 포함 G12 확대에 ""포함시키는 게 적절""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004689820,4
13,20200601," 文 대통령, 트럼프와 통화…“G7 회의 초청 기꺼이 응할 것”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003289400,56
14,20200601," [속보] 문대통령 ""G7 체제, 전세계적 문제 해결에 한계""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011648469,4
15,20200601," 文대통령 ""G7 체제는 세계적 문제 대응에 한계""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004689819,4
16,20200601," [일지] 문대통령-트럼프 대통령, 취임 후 25번째 전화통화까지",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004670955,1
17,20200601," [속보] 文대통령 ""트럼프 'G7 회의 초청' 기꺼이 응할 것""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=016&aid=0001680844,121
