,date,title,url,count
0,20200801," 靑 ""다주택 고위참모들, 예외없이 처분 의지 갖고 노력""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=022&aid=0003489766,425
1,20200801," 코로나19 확산 브라질, 말라리아약 밀수 이어 구충제 밀매 적발",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784552,3
2,20200801, [오늘의 주요일정]정치(8월1일 토요일),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998648,0
3,20200801," [오늘의 주요일정] 정치·정부 (1일, 토)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004789539,0
4,20200801, 노영민 “집 팔라” 재권고에도… 靑 고위 참모 8명 여전히 다주택자,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=469&aid=0000521391,956
5,20200801, 靑 “다주택 참모 8명 남아… 8월말까지 처분”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001347730,353
6,20200801, 7월까지 1채 빼고 팔라한 靑 “참모 8명 다주택”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003300950,58
7,20200801," 브라질 대통령, 폐에 염증…의료진 ""코로나19와 무관""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784520,3
8,20200801," [TF초점] ""8월 중순까지""…靑 다주택 처분 의지 '물음표'",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000035550,113
9,20200801," 다주택 고위 참모, 아직 8명 남아…청 “모두 처분 노력 중”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0003024186,95
10,20200801," 靑 ""다주택 고위참모들, 예외없이 처분 의지 갖고 노력""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=022&aid=0003489766,425
11,20200801," 코로나19 확산 브라질, 말라리아약 밀수 이어 구충제 밀매 적발",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784552,3
12,20200801, [오늘의 주요일정]정치(8월1일 토요일),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998648,0
13,20200801," [오늘의 주요일정] 정치·정부 (1일, 토)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004789539,0
14,20200801, 노영민 “집 팔라” 재권고에도… 靑 고위 참모 8명 여전히 다주택자,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=469&aid=0000521391,956
15,20200801, 靑 “다주택 참모 8명 남아… 8월말까지 처분”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001347730,353
16,20200801, 7월까지 1채 빼고 팔라한 靑 “참모 8명 다주택”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003300950,58
17,20200801," 브라질 대통령, 폐에 염증…의료진 ""코로나19와 무관""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784520,3
18,20200801," [TF초점] ""8월 중순까지""…靑 다주택 처분 의지 '물음표'",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000035550,113
19,20200801," 다주택 고위 참모, 아직 8명 남아…청 “모두 처분 노력 중”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0003024186,95
20,20200801," 靑 ""다주택 고위참모들, 예외없이 처분 의지 갖고 노력""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=022&aid=0003489766,425
21,20200801," 코로나19 확산 브라질, 말라리아약 밀수 이어 구충제 밀매 적발",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784552,3
22,20200801, [오늘의 주요일정]정치(8월1일 토요일),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998648,0
23,20200801," [오늘의 주요일정] 정치·정부 (1일, 토)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004789539,0
24,20200801, 노영민 “집 팔라” 재권고에도… 靑 고위 참모 8명 여전히 다주택자,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=469&aid=0000521391,956
25,20200801, 靑 “다주택 참모 8명 남아… 8월말까지 처분”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001347730,353
26,20200801, 7월까지 1채 빼고 팔라한 靑 “참모 8명 다주택”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003300950,58
27,20200801," 브라질 대통령, 폐에 염증…의료진 ""코로나19와 무관""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784520,3
28,20200801," [TF초점] ""8월 중순까지""…靑 다주택 처분 의지 '물음표'",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000035550,113
29,20200801," 다주택 고위 참모, 아직 8명 남아…청 “모두 처분 노력 중”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0003024186,95
30,20200801," 靑 ""다주택 고위참모들, 예외없이 처분 의지 갖고 노력""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=022&aid=0003489766,425
31,20200801," 코로나19 확산 브라질, 말라리아약 밀수 이어 구충제 밀매 적발",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784552,3
32,20200801, [오늘의 주요일정]정치(8월1일 토요일),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998648,0
33,20200801," [오늘의 주요일정] 정치·정부 (1일, 토)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004789539,0
34,20200801, 노영민 “집 팔라” 재권고에도… 靑 고위 참모 8명 여전히 다주택자,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=469&aid=0000521391,956
35,20200801, 靑 “다주택 참모 8명 남아… 8월말까지 처분”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001347730,353
36,20200801, 7월까지 1채 빼고 팔라한 靑 “참모 8명 다주택”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=020&aid=0003300950,58
37,20200801," 브라질 대통령, 폐에 염증…의료진 ""코로나19와 무관""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784520,3
38,20200801," [TF초점] ""8월 중순까지""…靑 다주택 처분 의지 '물음표'",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000035550,113
39,20200801," 다주택 고위 참모, 아직 8명 남아…청 “모두 처분 노력 중”",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=032&aid=0003024186,95
40,20200802, [오늘의 주요일정]정치(8월2일 일요일),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009999121,0
41,20200802," [오늘의 주요일정] 정치·정부 (2일, 일)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004790239,0
42,20200802," '대통령직속' 4차산업혁명委, '데이터 옴부즈만' 활동 개시",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004470466,11
43,20200802," UAE, 한국형 원전 바라카 1호기 시험 운전",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011785124,6
44,20200802," UAE, 한국형 원전 바라카 1호기 시험 운전",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011785123,7
45,20200802," 정 총리, 대전 집중호우 피해 현장 점검…""재발 방지책 세워야""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998896,10
46,20200802, 감사위원 임명 靑-감사원 신경전…'월성 원전' 갈등 심화,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998776,89
47,20200802, [청와대로 1번지]답 미진했던 靑다주택 현황,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004703799,345
48,20200802," 통합 ""靑 참모들이 판다고 내집 생기나? 쇼하지 말라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784787,377
49,20200802," [정치, 그날엔…] 보수정당에 경북보다 서울이 만만했던 총선이 있었다?",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004729021,89
50,20200802, [오늘의 주요일정]정치(8월2일 일요일),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009999121,0
51,20200802," [오늘의 주요일정] 정치·정부 (2일, 일)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004790239,0
52,20200802," '대통령직속' 4차산업혁명委, '데이터 옴부즈만' 활동 개시",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=014&aid=0004470466,11
53,20200802," UAE, 한국형 원전 바라카 1호기 시험 운전",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011785124,6
54,20200802," UAE, 한국형 원전 바라카 1호기 시험 운전",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011785123,7
55,20200802," 정 총리, 대전 집중호우 피해 현장 점검…""재발 방지책 세워야""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998896,10
56,20200802, 감사위원 임명 靑-감사원 신경전…'월성 원전' 갈등 심화,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0009998776,89
57,20200802, [청와대로 1번지]답 미진했던 靑다주택 현황,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=018&aid=0004703799,345
58,20200802," 통합 ""靑 참모들이 판다고 내집 생기나? 쇼하지 말라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011784787,377
59,20200802," [정치, 그날엔…] 보수정당에 경북보다 서울이 만만했던 총선이 있었다?",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=277&aid=0004729021,89
60,20200803, 험난했던 文대통령 여름 휴가…올해는 폭우로 결국 취소(종합),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0010001704,56
61,20200803," 휴가 복귀한 文대통령, 안전 당부…""인명 피해 예방 총력""(종합2보)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=003&aid=0010001700,9
62,20200803, 폭우에 문대통령 휴가 취소…지난해 이어 두번째(종합),https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=001&aid=0011789152,50
63,20200803," 청 ""日강제징용 기업 자산압류, 사법적 결정…입장표명 부적절""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004793293,12
64,20200803," 지난 주말 양산 사저 내려간 문대통령, PK 與 의원들 만나",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004793257,180
65,20200803," 문 대통령 ""인명피해 최소화 최우선…안전각별 유의""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=009&aid=0004628055,0
66,20200803," 文대통령 ""호우로 인한 인명 피해 없도록 총력…이중·삼중 점검""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=629&aid=0000035833,20
67,20200803, 문 대통령 “인명피해 최소화 최우선… 안전관리 만전”,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=005&aid=0001348269,5
68,20200803," 휴가 취소한 문대통령 ""추가 인명피해 없도록 총력"" 지시(종합)",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=421&aid=0004793245,35
69,20200803," 文대통령 ""폭우에 안타까운 희생 없도록 최선 다하라""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=079&aid=0003390901,26
70,20200803," 휴가취소한 文대통령 ""인명피해 최소화…안전에 만전""",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=264&oid=008&aid=0004449600,40
